zip_code,location,infected
df1b16f0-12b0-40ce-aee6-e8b8bcce850c,Andorra la Vella,false
f5f8a5ee-aaa4-49aa-b38c-d007550e1f25,Brazzaville,false
0f31dce4-fd5d-41f8-b1e4-79af7676e263,Muscat,false
b3987391-aa67-4a72-bf77-9e09a3ebc452,Yekaterinburg,false
5d60ee10-2014-435c-babc-4a16ac482d2c,Colombo,false
0e886c89-d8e1-46ab-986a-a51c952516c8,Banjul,false
e9441697-aca4-449c-9cc2-6231020b3b6f,Kobe,false
27d3c5de-49aa-42a4-ab81-2567e4e0c2a4,Busan,false
345b6536-b8af-4ec6-8be5-90f93caa01fc,Monaco,false
f99f2af7-e70a-43e3-b4a2-8aafb5f057de,Port Elizabeth,false
3eaa1162-144d-4cd2-b4e3-d14943b5ee86,Reykjavík,false
cbb8b49c-b744-4771-ab78-94ee9c7dac93,Manzini,false
daf47dfd-8f60-4599-9cb6-e3508d2d5bb8,Copenhagen,false
00e3713b-7786-4439-a1db-cf08534e052b,Veracruz,false
359bacbe-88ce-47cf-9972-c3906b62720b,Porto Velho,false
9cbcf094-8136-4dfe-b6c9-58ce78d5cbfd,Turin,false
627200da-f4ce-4bbe-aea2-5fef4cdaf57c,Frankfurt,false
55d7b1b6-777e-46ca-a0a6-10ff6612a0d5,Belfast,false
8deae5ab-3bba-4d6c-8479-4aa3f5fa7b7a,Surat,false
20e42d0d-ea30-4d61-bca9-0d87b25f2ccc,Xi'an,false
03ba59d3-23a8-4e70-8d28-ee3a2ce035cb,Gibraltar,false
d83c06b5-1759-4404-b0bc-be4d57fbf75b,Ho Chi Minh City,false
cdde1f25-da61-4c8a-bba2-c5de3a16a94e,Hamburg,false
ad80f92f-ec82-4046-a13a-6319b20b68a1,Muscat,false
7938ea84-40b8-488b-8bcb-8b4f81511b9a,Hanover,false
10472424-f677-49e7-b67f-3a6e668be01d,Boston,false
1d996c8a-073c-4dbb-a24e-66b23cb633a5,Cayenne,false
7de47e52-8645-4be6-bffd-684e222131ae,Riverside,false
883e570e-48f3-4371-afcf-18c61b72aa28,Indianapolis,false
1cfe2984-732e-4231-9344-a9a9f71bfda5,Gold Coast,false
b07b96e6-98de-4e89-9653-3576331bbbc9,Adak,false
4e6fbed2-fe3a-4649-949e-f3d766cefc1a,Porto Alegre,false
eebf5567-2f21-43f8-bb30-468c181a0c57,Kobe,false
ec9fdb6b-5909-42a1-8683-b38ab942dccb,Dublin,false
aeafa3ea-3b90-4c7c-9bae-5bf43057138a,Pekanbaru,false
7d8b6821-aafa-448b-9190-fea68cc99f78,Shenzhen,false
d2c6982e-ecef-43d9-aaa1-5d445d37e4eb,Rotterdam,false
36f934b5-e9f3-4004-a30b-a81f198633bc,Edmonton,false
1de43741-a6f6-4d2b-aa9f-5d96b92d6539,Ipoh,false
c72b3263-38e4-4df6-9a45-7e9d82ff3b00,Whitehorse,false
a1802289-bd23-4a5d-a89c-36c13061e57f,Dammam,false
cb0e0bac-5064-457d-b5c4-d84dab32bf59,Istanbul,false
10322ff0-f544-48d4-bbde-b4de9d2591a6,Odessa,false
3863d6b8-dce2-4f9b-8cad-7165896c86c2,Dili,false
c03ded32-58fa-458a-a65d-7e57f0740b51,Moscow,false
35827ad9-9734-42c0-98fd-72ab49efe26f,Abu Dhabi,false
d666b6a5-1067-4e61-a5eb-ae783c485fa1,Medellín,false
9f82c466-5c10-4856-8d7b-1c6f0db4a656,Santo Domingo,false
15121e7f-5109-4b75-a966-35989e72c69f,Enugu,false
d4ef4d6c-3bad-49fe-98fa-a2459f080fb0,Warsaw,false
75560cf6-65a0-44f9-921f-958087a629c1,Tórshavn,false
b45572df-7bda-4155-b540-014298f6505b,Pontianak,false
b7b3e933-5557-4a6e-a908-3b071e100259,Santiago de Cuba,false
e44f61b2-f03c-452d-9898-eca91a77a515,Hamburg,false
521a0a43-99fe-4538-887c-1f1a1d7cc83c,Mendoza,false
9d1e350c-231d-4a06-a415-fc26c308b42c,Port Moresby,false
02f5fd7a-afdc-4431-bddd-fb7fc35cd678,Dushanbe,false
1432aba5-e0e9-482c-92b4-75ca5d5ec3ee,Liverpool,false
a8ccfb37-51dc-4670-8c79-d21b4317e293,Taiyuan,false
a8b3f618-748a-4704-8978-5b89e69b8b12,Udon Thani,false
9042e5a7-008d-4df5-807a-dba11a365d3b,Malacca Town,false
2954cad5-d7ad-4679-b45d-0e32b27cec0b,Bridgetown,false
6496b291-13a2-4875-8e44-3e4ec3ab82de,Avarua,false
eea821a1-a0b8-4e48-812f-387df1703fe7,Belém,false
8a332403-eeb4-44f8-b394-a699791abe82,Baku,false
6290ea4a-ac4f-4a14-bc89-7193a42c77f1,Nairobi,false
d7feb430-4c3f-4dd5-84cf-da458ef254f2,Perm,false
a7f6b8a6-9c9d-4b58-932b-a75617527112,Luxembourg (city),false
39305088-1c72-4387-80b9-f4268ea0df1f,Warsaw,false
16fe3513-8e5c-4bbd-bc32-842c8e9efb45,Raleigh,false
96bddbef-86f0-444c-9f47-4c5b253510b6,Monrovia,false
a0a927f0-7f8c-41e7-8fbe-348d36486827,Yogyakarta (city),false
0ae6d58c-1bdb-43f7-9f9f-e37827e86ae4,São Paulo,false
fe32de92-e89b-4ea2-a225-e47c70131b57,Huế,false
295d5e9b-dc59-460b-ad2c-ce962bfd555f,Leipzig,false
bbb5049e-6f6f-4888-968b-97bac41b6098,Turin,false
df2116ae-ad7f-4a13-a1f4-2f4e1c385caa,Durban,false
45133127-e0f8-43ce-8bc7-db0cf1923bbf,Ankara,false
83aa6601-fde3-429b-960f-18a44bf473e7,Yokohama,false
823a4f82-be10-4a14-87a6-3bbea26fd59a,Enugu,false
98a9116e-8e4c-45c1-a1b4-462e8cf71be2,Odessa,false
abc7d9e3-ab0a-44d3-aafc-4efca513964d,Pittsburgh,false
cfbb916d-a18f-4504-bef6-7e1f62c15d18,Dallas,false
486f5b30-c193-4d21-a713-d346bbe4fbe3,Marrakech,false
dcd39ace-47a9-4a06-bd0d-9b2266fc958e,Gibraltar,false
ea16fcbb-4c00-4114-a9cf-ec6db92529a0,Jerusalem,false
a7f6068c-69d7-43eb-82c8-858759e7ce5a,Surabaya,false
e8a3923c-902e-4e57-ab33-9e8dbf0dfd37,Dresden,false
59497743-79ce-41c6-87a5-2d3a971bda45,Milan,false
314785e1-0f9b-4f04-8832-76eac37f208c,Nice,false
b7b7478d-f112-4104-a814-be62da69c9ab,Beirut,false
5eede55b-cb60-42ed-8c7c-05638a93d241,San Diego,false
73bc869a-4065-4ec4-81b0-298bddbd0561,Barranquilla,false
4adc6ff2-bf14-4803-8157-3710fa2cb946,Sucre,false
22568880-c920-442c-adf9-c9bc4d419dd2,Makassar,false
4000d630-fcc2-45e8-b075-00c907bf2baa,Manzini,false
91e494b6-1b71-48ec-92be-080593daabdc,Montevideo,false
3945375d-5701-418f-9824-c6711a6538da,George Town,false
c677d600-009b-44d1-94e4-89e623022f53,Canberra,false
54255909-2d6b-40e8-a28a-d96a6b0fe77c,Manchester,false
8e89e57f-d223-4532-97fc-f7ccfe7e7d6b,Cleveland,false
db4c367a-a05c-41a1-9fb7-9eb4dcbfcdbb,Sydney,false
78c7cf41-e180-4480-972b-1f226f3c980c,New Delhi,false
a498913d-5fa3-46a4-8930-664598995ac5,San Carlos de Bariloche,false
7138d43d-58c8-405e-bfd8-82483da3ba09,Agartala,false
f4c1f456-ec79-4115-9025-67e2142be5d2,Hobart,false
d22a7622-ee41-47d3-b266-20cf8d4e2906,Lusaka,false
2838744c-6b11-4108-bdc3-39efdf0160d1,Jaipur,false
29aa2e9c-c7f9-4f36-9e11-529dec1fb40f,Chaguanas,false
6961bbda-854c-4aca-8a90-6461be856d7c,Ouagadougou,false
e2017402-6cfe-4e2e-85dd-5da37ce9819d,Palembang,false
81ab875a-9ebb-4a31-b015-215ccfcba5e8,Niamey,false
16bb0d31-816c-4cac-a4f8-8d7a901d3340,Seville,false
951122f8-ab78-4456-b963-7ab75138c389,Naples,false
2b5e3757-6954-464a-8760-03c2de6f7e67,Providence,false
8d02fc6e-0023-40eb-b42e-2b4ffc30f7ff,Minsk,false
4176ae67-f7d8-46e9-b2d8-fbdddc814d48,Nukus,false
92d7e181-43bf-49c6-8b9a-18a6a1dc1440,Jaipur,false
5c9f2361-cba7-4e7f-b57d-bf4cb6fdb20e,Milwaukee,false
46e2c80f-c4bb-47e1-8dc6-d88cb7e8f35d,Suva,false
bf4f2724-7b47-4eef-9aaf-d616e92ec192,Barranquilla,false
0d4c39f8-d289-45da-b345-82d8e1a15025,Zagreb,false
175e674c-acd2-4e1a-9a63-b41a918d1f62,Dammam,false
06650331-3265-4d6e-a49c-eae1ad8bcecd,Cockburn Town,false
69153573-bd43-4ec4-bffd-97fe31d91c18,Bahía Blanca,false
0af17e71-e10c-49ba-9078-b6941d8117e8,Nice,false
9e5e4b9e-5fae-4609-8de5-39bbbff1efd0,Niamey,false
5dbb3e9b-d3e3-49f8-be3a-3f1a177edc21,Saipan,false
9d53d6c4-cb22-4d5e-a785-32c862186899,New Delhi,false
fe6020c9-2cb6-41c4-892e-acb0a13fa752,Brikama,false
0cce5aeb-1a57-402b-8b3a-02322a4043b4,Pittsburgh,false
c4598ed4-b4c3-447e-ab8d-b4bcac89f82e,Istanbul,false
20e02d46-7cd3-43d8-94c5-43e40e403dd1,Innsbruck,false
6368ac09-78d9-425c-b508-0dfefe9a2931,Gothenburg,false
0c630298-b96d-4685-896e-3bec1fbf9ee5,Taichung,false
51f79599-7507-4c22-adae-db9903b23e70,Lyon,false
a48e0da2-b92c-492c-a19e-4872f6c63d98,El Aaiún,false
c6519c25-4b72-4fce-8d20-5b1c528feb3a,Athens,false
132e8f55-52c9-45df-8d3a-0ac5514e559d,Beirut,false
303c922d-d4fc-4f8a-bed0-62ad30e546a9,Kaesong,false
bd293fda-6c58-4be7-a356-c506f22bcda8,Wichita,false
20c3083a-cdd9-4005-b9c1-567f82440325,Cannes,false
8ec7a815-bd52-4818-be00-0ffc69ced2b8,Kano,false
b392a518-e663-4ab0-997c-ae127981ecb3,Madrid,false
bcc3ad54-9360-4987-95ce-73c9434f0e81,Louisville,false
360f25f6-a1fc-417a-8bb4-9522021a776c,Dakar,false
1af5f9d2-d72b-4b6f-804a-ef1069b253fe,Belgrade,false
229801a7-4039-45a6-88ba-8a4465cdaa05,Pelotas,false
05222f44-708b-405b-a7b4-5602c501cf6b,Praia,false
64a97575-d881-437a-89a7-510a916617fb,Melbourne,false
8ad60ff1-46e1-4953-abed-e9a6f56e2bcb,Vladivostok,false
6a88d65c-9eef-4b5e-ad91-534d6ccd4847,Innsbruck,false
021d6b16-3b57-42ca-ab14-94d29360392c,Seville,false
b1d6d222-aa4d-4835-b2a7-eae41d449a47,Dalian,false
fb6bbee4-8f9d-4c1b-a41a-3767d54acc24,Hiroshima,false
de0d98a6-9cd9-4e15-8b49-d10387695819,Castries,false
a022ac45-daf1-4a80-a555-4f787605b639,Tijuana,false
49bae2f7-1317-40f8-9ee2-96053071f107,Juneau,false
ef7079e6-d2a4-4efc-b771-11a653bd3c78,San Fernando,false
ec3ca47c-49a0-4ee7-9b0b-47e2fb5877cb,Dededo,false
0587068f-eeb9-4d4f-828e-a421300123ae,Rawalpindi,false
7e06e6ec-9e1e-4c6e-be5d-ba9abf5f5036,St. George's,false
7964c829-2f30-4e1f-8d67-54d73817fcb5,Ouagadougou,false
f94c789b-cd9d-4b73-acba-d60c5d5a85d7,Abu Dhabi,false
c642559e-c7a6-45f3-9bf2-e9b81c89d552,Wollongong,false
6ab702ee-6f3f-4883-97c1-91d289040be1,St. George's,false
afea13f4-9e0b-4669-aa91-80f2cb138d93,Gibraltar,false
75a4201f-3073-444b-9d38-562915ced937,Detroit,false
476adda6-7b5c-42a8-8333-b2fdec013f3c,Minneapolis,false
a713de43-4fa5-4a78-a1bf-d12f637d68e3,Cairns,false
80f6e539-c7cb-4a47-8b33-23576fd95126,Rabi Island,false
d060b41e-4ee7-4966-b93d-a64d1dfbd69c,Rome,false
5eb64295-9431-4006-8476-0454b5694276,Patna,false
d4c2f806-42f7-4ce9-a2d5-bb2cda798225,Hamburg,false
fe428c1c-be85-4841-9131-e511856ca8f3,Beirut,false
d68b3d2c-98a3-42d1-9299-0ed2e0095b3a,Sitka,false
4f9168bb-4369-4d9f-9fdd-35731eed5de9,São Tomé,false
257e6762-8abc-4880-9245-5af56a98d0bd,Brikama,false
6bf01926-7a1c-4b98-92f3-57f1d8d9fc9b,Lhasa,false
bb086784-fe54-47b1-b5f1-2840a725bccd,Valletta,false
10911e82-31e0-4ce3-8ffa-a59bfaa0badd,Tallinn,false
c0c5d662-c53a-4b00-899c-237002e8bf45,Suva,false
fd6e1e73-a168-4f5f-8a56-46eaaffdd645,Valencia,false
cc78e5e7-91cc-484d-ac00-9f9e78dab2a9,Mumbai,false
6f6bc6e4-eec5-403d-9a89-3591025c820d,Denver,false
b38fd884-7118-460b-a48b-5475c50b8f93,Antofagasta,false
8da25bc8-f36d-4330-bd47-577cffd0e3b2,Nassau,false
63ba25f5-e9c4-4219-bae4-0a0f919e2001,Skopje,false
47bda998-a314-4b6d-9a69-c6a0e825c68c,Basra,false
1d90d9d8-d53e-4623-9286-bb5e87e7df61,Regina,false
c21e37fc-0d4b-4175-966c-367c069cc6db,Riga,false
60c3a713-24d0-4a94-b3fb-c1929ca62ad5,San Diego,false
362eb719-d5e0-4044-9e53-c4fcd8fa9ed1,Bern,false
0e07c0d3-ac49-42ed-ab89-aa2e2f393d61,Pyongyang,false
43e46e14-8883-47c4-9439-9eb7bd2ca3a3,Kuala Lumpur,false
4e1d27e8-7ed2-4ea4-ba15-975579c46372,Damascus,false
a28a58a8-8f96-4781-8751-7b90eed0bf52,Bucharest,false
8e96576a-6cf7-4654-ba15-c71c56cedf49,Multan,false
9c962aba-cc27-49bc-a82d-0d1d35609b65,Townsville,false
a711ebf4-d915-4db2-857a-1bf66d14ad5e,Tucson,false
046c7194-ca5f-4faf-aa0b-df2fee477dce,Bandung,false
db9ebab8-d291-4528-ac30-ad370b61d617,Zanzibar City,false
bdde62fe-7e3e-436e-be7e-a9626d6db744,Budapest,false
99a16792-2593-4007-8c0b-716554bdaf11,New York City,false
6ca9c29f-8b79-4962-9033-d66a82dcd2f9,N'Djamena,false
32b27ff3-1335-4106-a29a-e10ca7605ebf,Palembang,false
bfb41254-ad66-49da-b773-745584db1c75,Seville,false
f78f5384-b05f-409f-81a3-f4dae53496b0,Yamoussoukro,false
a6dbd0a4-052d-4ae6-830a-cc76fba8ce6f,Hong Kong,false
4cec4eec-cfb4-4c0a-8df3-e5d79e06cff2,Belém,false
cbd6937b-853a-4a35-b52b-339bf384e0b5,Málaga,false
f2ad75bc-c569-4a4b-9214-936437d215a4,Doha,false
4f52c837-d6f3-4e69-b75d-eab7ca9643c5,Fredericton,false
15b5d462-5d2e-433f-aacd-ea40bc642974,San Carlos de Bariloche,false
b4017182-f8e4-4bd2-9792-9fa87b7c7539,Yaoundé,false
1c53196b-5a83-48e2-b5b7-d2ca590ba6f0,Freetown,false
a7ee0e2c-2d71-4c35-894e-db3b35341bb0,Reykjavík,false
6bb7ef3c-cf31-4059-a67a-814060383fef,Petropavlovsk-Kamchatsky,false
d43d756b-9744-4471-bd9d-06ccbd8a15d8,Brazzaville,false
187151e0-8d2e-40c3-8e0a-1df321c36511,Manzini,false
bce034a7-168b-4a41-bf6d-b85be3fbaa9b,Denver,false
8c02fd0c-90e6-4b23-8a67-44ffb8f16992,Johor Bahru,false
87d51962-c4c9-4e56-9891-38be11f4703b,Kandy,false
96fed398-8b8b-49da-8def-e4b5192d1979,Astana,false
38aa0ede-6fc3-46c6-a620-670c3a5b8eff,Thessaloniki,false
57be985f-3c38-4f4c-9990-6debdefeac5e,Nukus,false
5849bab4-3856-4d6a-96a2-d3fd487f86e3,Buenos Aires,false
a3d62e70-a8b2-42fa-9fc9-3e4b78f00459,Jayapura,false
c4baeff4-5cee-4179-9014-5a8bec15e581,Mbabane,false
2d1bce03-055f-4869-839c-6f3f42dd5b34,Marrakech,false
0f18f4ee-3c17-4164-afe8-1f15473bcc65,Toulouse,false
1f320564-dbf5-47e5-8985-82cf99f1341f,Weno,false
a6280561-f755-4e38-9259-3909bad703a2,São Paulo,false
720d5407-9295-434e-a583-f1f903959a23,Surat Thani,false
314edf16-08a1-4503-8b06-632e41b0c886,Taipei,false
459c82fa-9850-42db-b4ad-b7f8d5dd9df2,Perth,false
cea3af37-350f-4117-9cef-718dab2a03e7,Pyongyang,false
926beee8-c83c-47f0-8987-b94746875851,Jeddah,false
fa639bd9-3e64-478d-a26f-5756f185a6cb,Gaza,false
e8e8c3d1-b637-472c-a833-1daf4bf93261,Maseru,false
cc73eed6-97f4-45a7-8a52-8589daa670e0,Athens,false
998773b7-f008-43fb-aab1-466259ee661f,Lahore,false
cd71b4ce-8be7-4d32-93f8-f89227413049,Amman,false
6a3bd8b0-735c-44b1-9b9c-870913ae7536,Funafuti,false
3b282ff9-cd55-41b8-8145-6ead1e6a5159,Jerusalem,false
59fddaa6-f92f-41d5-810d-d76aa199f9d5,Magadan,false
157dc818-5954-46eb-b252-0aa2ff6acee6,Pristina,false
7ae145d2-3b15-44df-b784-7eeddd96b42d,Pristina,false
54837a3b-4666-440b-bb05-fd1b339a0406,Bangalore,false
2828f21e-54da-4399-8476-1ba070131567,Port Said,false
a2508290-9c37-4f58-9a60-a6dfd9d30907,Kaesong,false
8091258d-a8a2-453c-a9f3-0ccb133a0ee6,Managua,false
748bc435-6db7-47f1-a3b0-b88be46cedd5,Las Vegas,false
9bdc1c64-d1b1-4bcd-92a8-3ed4a30e9055,Hobart,false
c394ffe7-e653-40dd-80c9-d58260197316,Copenhagen,false
25154137-c538-4e8e-9d57-790a979886fd,Daegu,false
e1343096-1128-4f3f-b284-23296fe57d4a,Nanjing,false
58b493db-9cd6-433b-ab66-79e97db43460,South Tarawa,false
8b103622-b01e-4470-a861-5ac7b1694c7b,Greenwich,false
51c75d36-19a1-45f9-9597-40d022bbcc29,Bergen,false
a4904c34-9f4e-4018-8e98-c819fc7c8549,Quito,false
01f9a0e4-c2ed-4e0a-915d-da898ccddce1,Khartoum,false
a14bd3cb-e69f-4cf3-9619-622dce5f6015,Lucknow,false
c31e3cf9-ab13-4d3e-b6d8-4292f22e04cf,Nashville,false
4a5cfb83-2ea9-425c-b386-6ed906227741,Whitehorse,false
4d4d2151-8c5e-483a-962f-a8bb4ecc7b19,Guwahati,false
fc97f92a-9c86-45ea-8499-1e2c0e24114e,Hanga Roa,false
1d48206b-3ee0-4e62-82c4-b96c995eced5,Johannesburg,false
0c7d64cf-4736-4622-bd96-ac78800a2a0b,Anadyr (town),false
c1be3ee7-8e24-448a-9479-556c4614d810,Banjul,false
325d5af5-f5d0-4b4c-844f-bafb2917baa2,Barcelona,false
651f03b2-fde7-445c-9b71-43a3a8fbab03,Port Said,false
f9db8eda-b199-47c1-a14e-34b0570707c5,Cusco,false
feb48d4e-d8cb-4324-8d67-4574d32f452f,Bloemfontein,false
143c868d-53d5-476e-8c55-e31abb83f156,Düsseldorf,false
50ed2c18-6962-4604-ae88-92f69ac5fd99,Taichung,false
da4b3c95-4dc2-4da6-8dba-012ae8208725,Ashgabat,false
732edb3a-8c4a-457f-82e9-635ad033f6ef,Da Nang,false
9a1285f7-4c07-4d71-b059-612af82e2361,St. Louis,false
afcea30c-1198-4600-9fbf-6003cedb5fe9,Toronto,false
f50c8fac-cd52-4cd8-9ca4-d6185fd05726,Chişinău,false
1057ad11-4926-4e38-8137-d7d67f783116,Kingstown,false
d5e4a939-3a92-43e7-95ca-cfeca65c12bc,Boa Vista,false
00e1def4-c8e9-4ba0-8b06-37e475af6201,Abuja,false
730f61de-25f8-4b25-bc82-27d0fd28021f,Tallinn,false
bd614135-d150-43c0-b860-26d81811698f,Ipoh,false
1c26ee6c-3440-4401-a7ee-95da8ac342f7,Virginia Beach,false
62f5e495-3506-4433-bea1-51c7977b8cb7,Douglas,false
493e3081-c42d-48ec-b13e-0c940aec78b0,Patna,false
8fee8d36-7796-45d2-bd23-27ffed414589,Semarang,false
13b72c00-6fc5-475e-acc3-86eed04d0652,Townsville,false
8f2900f1-d40c-4818-b37b-948616294981,Thiès,false
b8b549b6-8777-4fa6-adee-4fff2478f831,Da Nang,false
88d9284e-0c81-4018-9b91-240f7b0e2c45,Nairobi,false
d3220ade-f56a-4572-8d9e-db6ee4f21293,Stockholm,false
c2c3241a-feb2-4c44-9c08-8b6c1682d02e,Jayapura,false
ace0816c-b673-4ce8-aef5-73a2a4b1d5a1,Fredericton,false
665544ca-5979-45d3-98ef-90fcab325b6d,Longyearbyen,false
cd1e9bea-da8c-4872-873c-7cf474fac788,Milan,false
db9ea28a-a250-4afc-9685-ecfb416ebf85,Sydney,false
6b852cf8-4fd1-471b-9021-0b8a7bd4734e,Shillong,false
02d5d339-e48a-488d-acf6-c2299d0220b2,Charlotte,false
91e99a3b-44d3-4581-a802-f68a1e2f6e06,Athens,false
0d610dc3-39bc-46fd-b67e-a1635c9acf96,El Aaiún,false
f76dda45-b0e4-4efd-be23-5ffe71fbb184,Kingstown,false
6d2bc12f-cdda-4269-bc57-44a39d02ca7e,Nagoya,false
4b35dc98-305f-4b4d-afe9-e2a8756854e9,Apia,false
d4861825-6bf6-41ff-ae60-694601a8210b,Tokyo,false
26e6c76e-5b62-4f4f-8eed-e1a70343f113,Fortaleza,false
84e37f1a-b0c3-403c-8e6d-db2985be8852,Rosario,false
0eb19cc1-de89-4e8f-9b8b-7fc1dabd7efe,Moroni,false
4a00a70d-414a-463b-acf3-c19e60182693,Lima,false
3d409b66-3c24-4fdb-ad59-6e2a591bc1fb,Pago Pago,false
4708352e-0c82-417a-9bbc-6df6d4d6361d,Campinas,false
6a1aa31d-e1f8-412a-b33d-38ebcb3dc41c,Cleveland,false
8da01014-caa9-4ffe-9728-aa24266bb542,Innsbruck,false
850a2c08-3829-4a19-bfc9-04aeadc8e0d0,Serekunda,false
4ed0c347-39d2-4097-9bcb-e6c1f90156c0,Kota Bharu,false
ea4e4fc1-d10b-4d1a-ad82-fce927ddaf6a,Bratsk,false
2878da79-cfd5-4f2f-95b1-cc3305d35107,Castries,false
faa3d07a-9577-4a34-8800-81a7c2c9d678,Cannes,false
74afbb1b-4cc2-4a66-bcd8-f373a83628b2,Boa Vista,false
19669603-04a1-4e94-93ae-06b818c37eff,Dibrugarh,false
322d9d25-ee7a-429b-ac2f-8d484f059d28,Manzini,false
d9f5e658-0755-4b42-942b-ebb06e7088b4,Semarang,false
64cd8812-c613-44fd-a749-09041606c276,Fairbanks,false
1478337e-3a36-4fcb-9ee1-9b91e7b7d754,Leeds,false
ad3ffaa4-be15-4c1e-8582-b3395433a790,Chittagong,false
375b2712-ba66-4340-83f7-68fcab3973be,Petropavlovsk-Kamchatsky,false
6a850075-34e1-47f0-a34a-1e5ae9dd82e8,Zagreb,false
a91ec4a2-8a9f-4129-a186-90aed7377d0c,Zapopan,false
fc7bbe1d-e4be-45cb-b2b2-6fff18444cda,Dar es Salaam,false
ff2d8083-eb0a-4b5d-94db-42f845c32774,Mashhad,false
c72c2fb4-bd4f-47f4-9795-12321ce460cb,Yamoussoukro,false
d856927c-43fd-4403-b750-ae7eac2d3886,Tehran,false
ee110ec9-3b9f-4f8e-9890-fa82a8944163,Bangalore,false
d64bdfc5-3447-44b2-a266-1f4d60694dd9,Skopje,false
52876216-5db8-43df-9710-da19f1e5db9e,Hamburg,false
